rider_id,rider_name,signup_date,city,email
65,Rider_65,2023-06-25 03:46:00,Ottawa,user65@example.com
66,Rider_66,2021-06-14 02:21:00,Toronto,user66@example.com
67,Rider_67,2024-04-25 23:31:00,Ottawa,user67@example.com
68,Rider_68,2024-05-05 14:43:00,Toronto,user68@example.com
69,Rider_69,2023-04-13 01:51:00,San Francisco,user69@example.com
70,Rider_70,2022-10-01 07:05:00,Los Angeles,user70@example.com
71,Rider_71,2022-08-19 00:53:00,San Francisco,user71@example.com
72,Rider_72,2023-06-08 14:34:00,Vancouver,user72@example.com
73,Rider_73,2023-01-05 20:27:00,Ottawa,user73@example.com
74,Rider_74,2021-09-25 12:04:00,New York,user74@example.com
75,Rider_75,2022-09-18 23:57:00,San Francisco,user75@example.com
76,Rider_76,2023-08-19 09:49:00,Chicago,user76@example.com
77,Rider_77,2023-11-24 14:32:00,Ottawa,user77@example.com
78,Rider_78,2021-03-02 05:55:00,Montreal,user78@example.com
79,Rider_79,2022-05-30 22:59:00,Montreal,user79@example.com
80,Rider_80,2021-03-18 13:42:00,Boston,user80@example.com
81,Rider_81,2022-02-22 05:33:00,Vancouver,user81@example.com
82,Rider_82,2021-02-01 10:20:00,Los Angeles,user82@example.com
83,Rider_83,2024-05-17 21:29:00,Los Angeles,user83@example.com
84,Rider_84,2022-04-29 01:01:00,San Francisco,user84@example.com
85,Rider_85,2023-02-03 16:53:00,San Francisco,user85@example.com
86,Rider_86,2021-12-21 02:52:00,Toronto,user86@example.com
87,Rider_87,2022-04-12 18:43:00,Chicago,user87@example.com
88,Rider_88,2024-04-17 09:57:00,Vancouver,user88@example.com
89,Rider_89,2022-02-23 12:42:00,Los Angeles,user89@example.com
90,Rider_90,2023-07-29 19:15:00,Montreal,user90@example.com
91,Rider_91,2021-10-19 22:45:00,Toronto,user91@example.com
92,Rider_92,2021-11-25 09:12:00,Vancouver,user92@example.com
93,Rider_93,2024-02-26 00:25:00,Montreal,user93@example.com
94,Rider_94,2024-03-25 19:57:00,Vancouver,user94@example.com
95,Rider_95,2022-08-04 20:22:00,Calgary,user95@example.com
96,Rider_96,2023-03-12 10:38:00,New York,user96@example.com
97,Rider_97,2021-04-12 22:22:00,Chicago,user97@example.com
98,Rider_98,2024-01-08 06:39:00,San Francisco,user98@example.com
99,Rider_99,2022-09-19 15:17:00,Calgary,user99@example.com
100,Rider_100,2024-04-27 11:45:00,Chicago,user100@example.com
101,Rider_101,2023-06-03 09:38:00,Calgary,user101@example.com
102,Rider_102,2021-09-27 21:23:00,New York,user102@example.com
103,Rider_103,2021-11-08 19:38:00,Boston,user103@example.com
104,Rider_104,2022-01-23 13:40:00,New York,user104@example.com
105,Rider_105,2022-12-11 01:38:00,New York,user105@example.com
106,Rider_106,2022-07-14 19:45:00,New York,user106@example.com
107,Rider_107,2022-03-02 14:37:00,Boston,user107@example.com
108,Rider_108,2022-12-23 03:19:00,Los Angeles,user108@example.com
109,Rider_109,2022-09-09 15:04:00,Calgary,user109@example.com
110,Rider_110,2023-11-25 04:01:00,Toronto,user110@example.com
111,Rider_111,2022-01-11 20:06:00,New York,user111@example.com
112,Rider_112,2023-01-30 07:17:00,Los Angeles,user112@example.com
113,Rider_113,2022-11-24 23:56:00,Ottawa,user113@example.com
114,Rider_114,2023-01-08 05:42:00,Chicago,user114@example.com
115,Rider_115,2023-05-07 11:12:00,Ottawa,user115@example.com
116,Rider_116,2022-06-19 18:31:00,Los Angeles,user116@example.com
117,Rider_117,2022-02-06 19:32:00,Chicago,user117@example.com
118,Rider_118,2022-03-19 20:09:00,Toronto,user118@example.com
119,Rider_119,2022-08-24 12:12:00,New York,user119@example.com
120,Rider_120,2021-09-11 01:37:00,New York,user120@example.com
121,Rider_121,2024-04-26 10:10:00,Ottawa,user121@example.com
122,Rider_122,2021-12-10 20:33:00,Boston,user122@example.com
123,Rider_123,2023-11-19 18:18:00,Boston,user123@example.com
124,Rider_124,2022-02-23 00:09:00,Boston,user124@example.com
125,Rider_125,2023-03-09 08:30:00,Montreal,user125@example.com
126,Rider_126,2024-04-27 03:49:00,New York,user126@example.com
127,Rider_127,2023-01-07 11:37:00,New York,user127@example.com
128,Rider_128,2023-10-03 15:45:00,Chicago,user128@example.com
129,Rider_129,2023-07-23 20:11:00,Chicago,user129@example.com
130,Rider_130,2021-12-14 14:45:00,New York,user130@example.com
131,Rider_131,2023-08-04 00:42:00,San Francisco,user131@example.com
132,Rider_132,2024-01-13 04:53:00,San Francisco,user132@example.com
133,Rider_133,2022-10-21 08:39:00,San Francisco,user133@example.com
134,Rider_134,2022-06-26 16:49:00,Montreal,user134@example.com
135,Rider_135,2022-01-27 11:11:00,Vancouver,user135@example.com
136,Rider_136,2022-12-26 23:45:00,Boston,user136@example.com
137,Rider_137,2023-11-18 23:42:00,San Francisco,user137@example.com
138,Rider_138,2023-08-27 17:43:00,Calgary,user138@example.com
139,Rider_139,2023-06-27 23:15:00,Montreal,user139@example.com
140,Rider_140,2021-01-12 09:56:00,Toronto,user140@example.com
141,Rider_141,2023-10-26 22:24:00,Calgary,user141@example.com
142,Rider_142,2023-05-23 04:38:00,Los Angeles,user142@example.com
143,Rider_143,2023-08-05 03:02:00,Ottawa,user143@example.com
144,Rider_144,2022-04-09 15:59:00,San Francisco,user144@example.com
145,Rider_145,2023-01-19 08:30:00,Toronto,user145@example.com
146,Rider_146,2022-06-07 09:33:00,Toronto,user146@example.com
147,Rider_147,2023-09-23 03:06:00,San Francisco,user147@example.com
148,Rider_148,2022-03-07 03:01:00,Los Angeles,user148@example.com
149,Rider_149,2023-10-17 05:54:00,San Francisco,user149@example.com
150,Rider_150,2021-10-20 14:34:00,San Francisco,user150@example.com
151,Rider_151,2023-03-15 14:06:00,Chicago,user151@example.com
152,Rider_152,2021-03-30 04:42:00,Boston,user152@example.com
153,Rider_153,2022-09-20 17:52:00,Ottawa,user153@example.com
154,Rider_154,2023-11-24 12:24:00,Los Angeles,user154@example.com
155,Rider_155,2024-01-26 11:23:00,Chicago,user155@example.com
156,Rider_156,2023-10-16 03:06:00,New York,user156@example.com
157,Rider_157,2022-04-05 04:56:00,Vancouver,user157@example.com
158,Rider_158,2022-10-13 05:15:00,San Francisco,user158@example.com
159,Rider_159,2022-08-27 03:56:00,Montreal,user159@example.com
160,Rider_160,2023-06-25 16:41:00,New York,user160@example.com
161,Rider_161,2021-10-23 00:33:00,Ottawa,user161@example.com
162,Rider_162,2024-02-03 15:44:00,Los Angeles,user162@example.com
163,Rider_163,2023-12-03 03:47:00,Boston,user163@example.com
164,Rider_164,2023-09-19 14:03:00,Calgary,user164@example.com
165,Rider_165,2023-11-10 17:04:00,Vancouver,user165@example.com
166,Rider_166,2023-02-28 02:04:00,Los Angeles,user166@example.com
167,Rider_167,2021-09-22 01:33:00,San Francisco,user167@example.com
168,Rider_168,2021-10-09 09:14:00,Calgary,user168@example.com
169,Rider_169,2021-06-01 14:54:00,San Francisco,user169@example.com
170,Rider_170,2021-07-18 18:06:00,Vancouver,user170@example.com
171,Rider_171,2024-02-01 12:55:00,San Francisco,user171@example.com
172,Rider_172,2024-03-31 03:39:00,Calgary,user172@example.com
173,Rider_173,2023-11-22 21:30:00,Chicago,user173@example.com
174,Rider_174,2023-10-14 15:05:00,Los Angeles,user174@example.com
175,Rider_175,2021-12-12 06:12:00,Toronto,user175@example.com
176,Rider_176,2021-12-13 22:16:00,Los Angeles,user176@example.com
177,Rider_177,2022-10-16 04:21:00,San Francisco,user177@example.com
178,Rider_178,2022-08-01 09:19:00,Los Angeles,user178@example.com
179,Rider_179,2023-06-29 15:39:00,San Francisco,user179@example.com
180,Rider_180,2022-12-22 10:14:00,San Francisco,user180@example.com
181,Rider_181,2023-01-01 22:52:00,Toronto,user181@example.com
182,Rider_182,2023-09-13 12:01:00,New York,user182@example.com
183,Rider_183,2023-06-21 11:38:00,Ottawa,user183@example.com
184,Rider_184,2021-04-21 15:06:00,Ottawa,user184@example.com
185,Rider_185,2021-10-30 05:07:00,Vancouver,user185@example.com
186,Rider_186,2021-07-06 03:03:00,Calgary,user186@example.com
187,Rider_187,2023-04-04 01:48:00,Montreal,user187@example.com
188,Rider_188,2022-10-04 17:45:00,San Francisco,user188@example.com
189,Rider_189,2021-08-23 05:25:00,New York,user189@example.com
190,Rider_190,2021-11-08 03:35:00,Chicago,user190@example.com
191,Rider_191,2022-09-28 15:46:00,Los Angeles,user191@example.com
192,Rider_192,2022-12-12 19:29:00,Ottawa,user192@example.com
193,Rider_193,2022-05-07 11:37:00,Chicago,user193@example.com
194,Rider_194,2024-04-25 01:01:00,Chicago,user194@example.com
195,Rider_195,2023-01-28 10:19:00,Toronto,user195@example.com
196,Rider_196,2023-09-08 06:36:00,Los Angeles,user196@example.com
197,Rider_197,2022-05-02 20:55:00,Chicago,user197@example.com
198,Rider_198,2021-01-08 07:43:00,New York,user198@example.com
199,Rider_199,2022-03-01 21:51:00,Vancouver,user199@example.com
200,Rider_200,2024-03-28 11:20:00,Boston,user200@example.com
201,Rider_201,2023-06-15 05:14:00,Chicago,user201@example.com
202,Rider_202,2023-01-31 12:45:00,Chicago,user202@example.com
203,Rider_203,2021-07-21 00:36:00,Toronto,user203@example.com
204,Rider_204,2022-11-05 17:56:00,Ottawa,user204@example.com
205,Rider_205,2022-09-19 15:35:00,Montreal,user205@example.com
206,Rider_206,2023-01-12 14:46:00,Montreal,user206@example.com
207,Rider_207,2021-01-08 06:04:00,Montreal,user207@example.com
208,Rider_208,2023-04-10 04:51:00,New York,user208@example.com
209,Rider_209,2024-02-10 00:56:00,Boston,user209@example.com
210,Rider_210,2021-01-22 20:49:00,Los Angeles,user210@example.com
211,Rider_211,2024-03-21 17:19:00,Los Angeles,user211@example.com
212,Rider_212,2021-10-24 01:12:00,Calgary,user212@example.com
213,Rider_213,2023-11-18 06:59:00,New York,user213@example.com
214,Rider_214,2023-09-01 12:34:00,New York,user214@example.com
215,Rider_215,2021-12-18 11:47:00,Boston,user215@example.com
216,Rider_216,2022-04-30 19:38:00,Los Angeles,user216@example.com
217,Rider_217,2021-06-09 13:14:00,Chicago,user217@example.com
218,Rider_218,2023-02-21 21:44:00,Montreal,user218@example.com
219,Rider_219,2022-04-21 12:47:00,Ottawa,user219@example.com
220,Rider_220,2021-04-12 10:04:00,Chicago,user220@example.com
221,Rider_221,2022-04-09 05:47:00,New York,user221@example.com
222,Rider_222,2022-12-10 06:09:00,San Francisco,user222@example.com
223,Rider_223,2023-07-16 10:16:00,Calgary,user223@example.com
224,Rider_224,2022-06-09 19:24:00,Calgary,user224@example.com
225,Rider_225,2023-12-03 21:01:00,Montreal,user225@example.com
226,Rider_226,2022-06-17 10:00:00,Chicago,user226@example.com
227,Rider_227,2022-07-13 01:50:00,Vancouver,user227@example.com
228,Rider_228,2021-09-14 03:18:00,Boston,user228@example.com
229,Rider_229,2021-01-30 17:01:00,Montreal,user229@example.com
230,Rider_230,2021-12-15 11:18:00,Boston,user230@example.com
231,Rider_231,2021-11-25 01:44:00,Chicago,user231@example.com
232,Rider_232,2023-07-06 01:20:00,New York,user232@example.com
233,Rider_233,2021-09-20 12:12:00,Calgary,user233@example.com
234,Rider_234,2022-07-24 11:31:00,Toronto,user234@example.com
235,Rider_235,2022-08-06 20:11:00,New York,user235@example.com
236,Rider_236,2024-04-13 02:16:00,San Francisco,user236@example.com
237,Rider_237,2023-08-27 00:08:00,Calgary,user237@example.com
238,Rider_238,2023-07-12 15:05:00,New York,user238@example.com
239,Rider_239,2023-10-26 08:01:00,New York,user239@example.com
240,Rider_240,2023-10-13 06:46:00,Toronto,user240@example.com
241,Rider_241,2021-03-16 22:19:00,New York,user241@example.com
242,Rider_242,2022-10-10 10:31:00,Toronto,user242@example.com
243,Rider_243,2022-08-14 16:53:00,Vancouver,user243@example.com
244,Rider_244,2023-05-01 04:09:00,Toronto,user244@example.com
245,Rider_245,2023-01-07 22:46:00,San Francisco,user245@example.com
246,Rider_246,2021-11-16 05:24:00,Chicago,user246@example.com
247,Rider_247,2022-04-13 18:26:00,New York,user247@example.com
248,Rider_248,2023-10-25 20:38:00,Montreal,user248@example.com
249,Rider_249,2023-10-27 03:09:00,Toronto,user249@example.com
250,Rider_250,2022-02-24 09:28:00,Calgary,user250@example.com
251,Rider_251,2023-07-30 19:41:00,Ottawa,user251@example.com
252,Rider_252,2022-10-13 14:57:00,Chicago,user252@example.com
253,Rider_253,2023-03-06 17:15:00,Toronto,user253@example.com
254,Rider_254,2021-07-02 21:27:00,Ottawa,user254@example.com
255,Rider_255,2021-06-27 02:41:00,San Francisco,user255@example.com
256,Rider_256,2023-02-13 05:03:00,Toronto,user256@example.com
257,Rider_257,2023-08-05 01:13:00,Boston,user257@example.com
258,Rider_258,2024-04-23 12:24:00,Boston,user258@example.com
259,Rider_259,2023-03-24 16:18:00,San Francisco,user259@example.com
260,Rider_260,2022-07-11 00:17:00,Boston,user260@example.com
261,Rider_261,2022-04-04 19:29:00,Montreal,user261@example.com
262,Rider_262,2021-03-03 05:09:00,Chicago,user262@example.com
263,Rider_263,2023-02-11 01:26:00,Calgary,user263@example.com
264,Rider_264,2023-12-06 02:06:00,Boston,user264@example.com
265,Rider_265,2022-05-29 13:47:00,Vancouver,user265@example.com
266,Rider_266,2021-01-05 06:04:00,Boston,user266@example.com
267,Rider_267,2023-11-10 08:17:00,New York,user267@example.com
268,Rider_268,2021-06-21 13:09:00,Toronto,user268@example.com
269,Rider_269,2023-11-06 06:56:00,Ottawa,user269@example.com
270,Rider_270,2021-08-20 16:30:00,Vancouver,user270@example.com
271,Rider_271,2024-04-25 22:50:00,Toronto,user271@example.com
272,Rider_272,2021-04-27 14:00:00,Calgary,user272@example.com
273,Rider_273,2022-02-02 12:20:00,Toronto,user273@example.com
274,Rider_274,2022-12-11 12:55:00,Boston,user274@example.com
275,Rider_275,2022-02-15 07:17:00,San Francisco,user275@example.com
276,Rider_276,2021-03-19 19:07:00,Vancouver,user276@example.com
277,Rider_277,2021-09-29 09:21:00,Toronto,user277@example.com
278,Rider_278,2022-03-28 09:07:00,New York,user278@example.com
279,Rider_279,2024-05-30 05:40:00,Los Angeles,user279@example.com
280,Rider_280,2022-10-24 18:15:00,Los Angeles,user280@example.com
281,Rider_281,2021-05-28 13:47:00,Toronto,user281@example.com
282,Rider_282,2021-01-16 00:36:00,New York,user282@example.com
283,Rider_283,2023-10-28 11:40:00,Chicago,user283@example.com
284,Rider_284,2022-05-26 13:21:00,Chicago,user284@example.com
285,Rider_285,2022-11-11 23:10:00,Los Angeles,user285@example.com
286,Rider_286,2022-02-21 19:17:00,Ottawa,user286@example.com
287,Rider_287,2022-08-02 20:21:00,Toronto,user287@example.com
288,Rider_288,2021-10-12 01:51:00,Los Angeles,user288@example.com
289,Rider_289,2022-09-15 14:04:00,Toronto,user289@example.com
290,Rider_290,2022-12-11 04:59:00,Montreal,user290@example.com
291,Rider_291,2022-08-23 04:30:00,San Francisco,user291@example.com
292,Rider_292,2024-05-27 14:23:00,Vancouver,user292@example.com
293,Rider_293,2023-10-05 22:45:00,Montreal,user293@example.com
294,Rider_294,2021-06-25 15:03:00,Chicago,user294@example.com
295,Rider_295,2023-12-18 11:05:00,Chicago,user295@example.com
296,Rider_296,2021-09-05 14:41:00,New York,user296@example.com
297,Rider_297,2022-10-09 06:38:00,Toronto,user297@example.com
298,Rider_298,2023-01-20 19:25:00,Ottawa,user298@example.com
299,Rider_299,2023-11-20 20:19:00,Ottawa,user299@example.com
300,Rider_300,2021-10-09 13:53:00,Vancouver,user300@example.com
301,Rider_301,2022-08-13 22:08:00,Ottawa,user301@example.com
302,Rider_302,2023-08-08 17:05:00,Los Angeles,user302@example.com
303,Rider_303,2023-11-30 06:40:00,New York,user303@example.com
304,Rider_304,2023-01-21 10:30:00,Chicago,user304@example.com
305,Rider_305,2021-06-25 10:36:00,Vancouver,user305@example.com
306,Rider_306,2022-11-16 14:02:00,Montreal,user306@example.com
307,Rider_307,2021-04-09 09:20:00,New York,user307@example.com
308,Rider_308,2023-10-15 11:11:00,San Francisco,user308@example.com
309,Rider_309,2021-01-20 04:49:00,Los Angeles,user309@example.com
310,Rider_310,2024-04-07 07:32:00,Calgary,user310@example.com
311,Rider_311,2024-01-30 08:14:00,Ottawa,user311@example.com
312,Rider_312,2021-12-14 22:45:00,Ottawa,user312@example.com
313,Rider_313,2023-03-18 09:26:00,Los Angeles,user313@example.com
314,Rider_314,2023-12-06 03:30:00,Calgary,user314@example.com
315,Rider_315,2021-05-28 22:53:00,Ottawa,user315@example.com
316,Rider_316,2023-10-25 22:27:00,Montreal,user316@example.com
317,Rider_317,2023-01-19 15:38:00,Boston,user317@example.com
318,Rider_318,2023-10-29 00:55:00,Los Angeles,user318@example.com
319,Rider_319,2021-08-19 22:14:00,Montreal,user319@example.com
320,Rider_320,2023-08-11 03:05:00,Calgary,user320@example.com
321,Rider_321,2021-01-19 02:09:00,New York,user321@example.com
322,Rider_322,2023-02-25 08:55:00,Chicago,user322@example.com
323,Rider_323,2023-02-10 06:03:00,Vancouver,user323@example.com
324,Rider_324,2021-04-27 07:10:00,Chicago,user324@example.com
325,Rider_325,2022-05-14 02:05:00,Vancouver,user325@example.com
326,Rider_326,2022-05-30 00:39:00,Boston,user326@example.com
327,Rider_327,2021-03-20 05:12:00,San Francisco,user327@example.com
328,Rider_328,2021-12-12 23:06:00,Calgary,user328@example.com
329,Rider_329,2023-09-27 08:36:00,Calgary,user329@example.com
330,Rider_330,2022-09-19 11:15:00,Montreal,user330@example.com
331,Rider_331,2021-05-03 11:01:00,Boston,user331@example.com
332,Rider_332,2022-11-22 00:33:00,Vancouver,user332@example.com
333,Rider_333,2022-11-28 02:19:00,Ottawa,user333@example.com
334,Rider_334,2023-02-14 07:47:00,Toronto,user334@example.com
335,Rider_335,2022-05-06 23:37:00,Vancouver,user335@example.com
336,Rider_336,2023-02-12 15:25:00,Toronto,user336@example.com
337,Rider_337,2021-06-09 10:49:00,New York,user337@example.com
338,Rider_338,2022-10-03 13:05:00,Montreal,user338@example.com
339,Rider_339,2023-05-16 11:20:00,New York,user339@example.com
340,Rider_340,2021-01-01 06:19:00,Calgary,user340@example.com
341,Rider_341,2024-05-14 23:49:00,Toronto,user341@example.com
342,Rider_342,2023-08-20 16:27:00,Ottawa,user342@example.com
343,Rider_343,2023-03-01 16:12:00,San Francisco,user343@example.com
344,Rider_344,2021-11-18 07:58:00,Calgary,user344@example.com
345,Rider_345,2022-06-14 11:57:00,Vancouver,user345@example.com
346,Rider_346,2021-03-26 07:31:00,Los Angeles,user346@example.com
347,Rider_347,2022-12-07 23:29:00,Boston,user347@example.com
348,Rider_348,2023-05-21 03:56:00,Los Angeles,user348@example.com
349,Rider_349,2023-07-21 23:48:00,Ottawa,user349@example.com
350,Rider_350,2024-01-19 06:56:00,Vancouver,user350@example.com
351,Rider_351,2024-01-18 03:11:00,Los Angeles,user351@example.com
352,Rider_352,2021-06-27 03:05:00,Vancouver,user352@example.com
353,Rider_353,2024-03-25 13:29:00,Toronto,user353@example.com
354,Rider_354,2021-01-04 09:54:00,Boston,user354@example.com
355,Rider_355,2022-07-06 16:32:00,Los Angeles,user355@example.com
356,Rider_356,2023-05-01 19:23:00,San Francisco,user356@example.com
357,Rider_357,2022-08-04 19:38:00,Calgary,user357@example.com
358,Rider_358,2021-03-13 02:43:00,Toronto,user358@example.com
359,Rider_359,2023-02-04 22:49:00,Chicago,user359@example.com
360,Rider_360,2024-01-19 14:19:00,Chicago,user360@example.com
361,Rider_361,2021-06-16 03:48:00,Montreal,user361@example.com
362,Rider_362,2023-08-07 22:12:00,San Francisco,user362@example.com
363,Rider_363,2021-10-19 08:07:00,Boston,user363@example.com
364,Rider_364,2022-09-03 08:14:00,Toronto,user364@example.com
365,Rider_365,2022-12-11 23:54:00,Boston,user365@example.com
366,Rider_366,2024-01-19 11:47:00,Boston,user366@example.com
367,Rider_367,2021-06-17 09:47:00,Los Angeles,user367@example.com
368,Rider_368,2021-03-14 05:39:00,Montreal,user368@example.com
369,Rider_369,2021-07-11 09:56:00,Ottawa,user369@example.com
370,Rider_370,2022-12-12 12:39:00,Vancouver,user370@example.com
371,Rider_371,2023-02-23 05:50:00,Ottawa,user371@example.com
372,Rider_372,2023-02-14 21:40:00,Chicago,user372@example.com
373,Rider_373,2023-04-04 21:24:00,New York,user373@example.com
374,Rider_374,2023-05-10 09:46:00,New York,user374@example.com
375,Rider_375,2023-06-28 22:52:00,Montreal,user375@example.com
376,Rider_376,2023-03-01 16:01:00,Vancouver,user376@example.com
377,Rider_377,2023-12-11 16:50:00,Chicago,user377@example.com
378,Rider_378,2021-09-27 18:09:00,Ottawa,user378@example.com
379,Rider_379,2021-06-10 20:46:00,Chicago,user379@example.com
380,Rider_380,2023-10-19 10:11:00,Montreal,user380@example.com
381,Rider_381,2023-07-31 15:18:00,Ottawa,user381@example.com
382,Rider_382,2023-02-23 02:35:00,Los Angeles,user382@example.com
383,Rider_383,2022-10-13 08:57:00,Montreal,user383@example.com
384,Rider_384,2023-12-12 18:51:00,Ottawa,user384@example.com
385,Rider_385,2022-03-02 00:23:00,Boston,user385@example.com
386,Rider_386,2022-06-17 14:42:00,Montreal,user386@example.com
387,Rider_387,2022-12-05 11:18:00,San Francisco,user387@example.com
388,Rider_388,2021-08-03 15:43:00,Chicago,user388@example.com
389,Rider_389,2023-07-25 23:44:00,Montreal,user389@example.com
390,Rider_390,2022-04-10 08:17:00,Calgary,user390@example.com
391,Rider_391,2022-05-03 15:26:00,Calgary,user391@example.com
392,Rider_392,2023-09-10 16:24:00,Calgary,user392@example.com
393,Rider_393,2021-11-09 01:41:00,Boston,user393@example.com
394,Rider_394,2023-08-28 14:39:00,Boston,user394@example.com
395,Rider_395,2023-12-03 14:43:00,San Francisco,user395@example.com
396,Rider_396,2023-11-11 11:54:00,Los Angeles,user396@example.com
397,Rider_397,2024-01-09 13:29:00,Chicago,user397@example.com
398,Rider_398,2023-02-22 18:30:00,Chicago,user398@example.com
399,Rider_399,2023-12-15 13:49:00,Calgary,user399@example.com
400,Rider_400,2024-01-09 11:52:00,Los Angeles,user400@example.com
401,Rider_401,2024-03-27 19:44:00,Toronto,user401@example.com
402,Rider_402,2023-05-24 11:19:00,Los Angeles,user402@example.com
403,Rider_403,2023-06-25 08:35:00,Vancouver,user403@example.com
404,Rider_404,2023-11-03 09:25:00,Ottawa,user404@example.com
405,Rider_405,2023-11-14 09:37:00,Montreal,user405@example.com
406,Rider_406,2022-03-21 04:10:00,Calgary,user406@example.com
407,Rider_407,2024-06-09 15:47:00,Montreal,user407@example.com
408,Rider_408,2023-03-24 00:47:00,New York,user408@example.com
409,Rider_409,2021-02-09 06:12:00,Toronto,user409@example.com
410,Rider_410,2021-08-14 18:10:00,Montreal,user410@example.com
411,Rider_411,2023-11-08 04:53:00,New York,user411@example.com
412,Rider_412,2021-11-07 12:54:00,New York,user412@example.com
413,Rider_413,2024-03-11 08:55:00,San Francisco,user413@example.com
414,Rider_414,2022-03-22 05:48:00,Chicago,user414@example.com
415,Rider_415,2021-08-16 11:14:00,San Francisco,user415@example.com
416,Rider_416,2023-12-09 19:14:00,New York,user416@example.com
417,Rider_417,2021-11-13 21:42:00,San Francisco,user417@example.com
418,Rider_418,2021-02-20 04:28:00,Calgary,user418@example.com
419,Rider_419,2022-12-05 01:56:00,Los Angeles,user419@example.com
420,Rider_420,2023-08-16 02:12:00,Toronto,user420@example.com
421,Rider_421,2021-12-15 10:47:00,Calgary,user421@example.com
